Client Number,Attrition Flag,Customer Age,Gender,Dependent Count,Education Level,Marital Status,Income Category,Card Category,Months on Book,Total Relationship Count,Months Inactive (Last 12 Months),Contacts Count (Last 12 Months),Credit Limit,Total Revolving Balance,Average Open to Buy,Total Amount Change (Q4 vs Q1),Total Transaction Amount,Total Transaction Count,Total Transaction Count Change (Q4 vs Q1),Average Utilization Ratio,Age Group,Tenure Years,Avg Transaction Value,Utilization Tier
715488483,Existing Customer,49,Female,4,Graduate,Married,Less than $40K,Blue,36,1,3,1,6615.0,0,6615.0,0.619,4575,75,0.786,0.0,Middle-Aged,3.0,61.0,Low
717759783,Existing Customer,47,Female,4,Unknown,Single,Unknown,Blue,34,1,3,2,5756.0,860,4896.0,0.708,5298,72,0.714,0.149,Middle-Aged,2.83,73.58,Low
796083783,Attrited Customer,55,Female,2,College,Single,Unknown,Blue,49,1,0,6,1438.3,0,1438.3,0.608,2278,57,0.727,0.0,Middle-Aged,4.08,39.96,Low
709925733,Existing Customer,32,Female,0,Unknown,Single,Less than $40K,Blue,22,1,3,2,1438.3,713,725.3,0.806,5099,80,0.951,0.496,Adult,1.83,63.74,Moderate
715309083,Existing Customer,50,Female,2,Graduate,Married,Less than $40K,Blue,36,2,3,2,1912.0,0,1912.0,0.728,4851,87,0.642,0.0,Middle-Aged,3.0,55.76,Low
778441533,Attrited Customer,45,Female,4,High School,Single,Unknown,Blue,26,6,2,2,4549.0,1631,2918.0,0.779,2240,34,0.478,0.359,Adult,2.17,65.88,Moderate
715891533,Existing Customer,45,Female,4,Graduate,Unknown,Less than $40K,Blue,33,1,2,1,1979.0,1305,674.0,0.702,5458,84,0.75,0.659,Adult,2.75,64.98,Moderate
788848458,Existing Customer,40,Female,5,Unknown,Married,$40K - $60K,Blue,24,1,1,2,2803.0,1747,1056.0,0.954,5089,71,1.029,0.623,Adult,2.0,71.68,Moderate
708399858,Existing Customer,45,Female,3,High School,Married,Less than $40K,Blue,35,2,2,1,2548.0,2250,298.0,0.581,4747,77,0.791,0.883,Adult,2.92,61.65,High
711944733,Existing Customer,45,Female,2,High School,Married,Less than $40K,Blue,36,1,2,2,1457.0,828,629.0,0.852,5401,93,0.661,0.568,Adult,3.0,58.08,Moderate
712683633,Attrited Customer,32,Female,0,Unknown,Married,Less than $40K,Blue,36,5,3,3,1438.3,0,1438.3,0.569,2464,37,0.321,0.0,Adult,3.0,66.59,Low
785487783,Existing Customer,59,Female,1,Graduate,Single,$40K - $60K,Blue,53,2,2,0,1980.0,1409,571.0,0.743,5350,96,0.714,0.712,Middle-Aged,4.42,55.73,High
718951683,Existing Customer,48,Female,2,Graduate,Married,Less than $40K,Blue,35,2,3,1,2216.0,1262,954.0,0.497,4763,83,0.66,0.569,Middle-Aged,2.92,57.39,Moderate
718329183,Existing Customer,57,Female,3,Graduate,Divorced,$40K - $60K,Blue,47,1,3,2,4262.0,2517,1745.0,0.682,3943,75,0.744,0.591,Middle-Aged,3.92,52.57,Moderate
788960658,Existing Customer,42,Female,2,Uneducated,Married,Less than $40K,Blue,28,1,2,3,2573.0,1742,831.0,0.693,4649,88,0.76,0.677,Adult,2.33,52.83,Moderate
713120433,Existing Customer,55,Female,2,High School,Married,$40K - $60K,Blue,42,2,2,3,5431.0,2007,3424.0,0.661,4569,82,0.608,0.37,Middle-Aged,3.5,55.72,Moderate
720980958,Existing Customer,43,Female,5,Uneducated,Married,Less than $40K,Blue,30,1,3,2,3092.0,909,2183.0,0.832,4797,87,0.851,0.294,Adult,2.5,55.14,Low
709606158,Existing Customer,37,Female,2,Graduate,Married,Less than $40K,Blue,31,1,3,3,2984.0,0,2984.0,0.77,4878,86,0.87,0.0,Adult,2.58,56.72,Low
714168183,Existing Customer,48,Female,2,Uneducated,Married,Unknown,Blue,38,1,3,3,2186.0,1017,1169.0,0.617,4629,77,0.791,0.465,Middle-Aged,3.17,60.12,Moderate
712524858,Existing Customer,34,Male,1,Graduate,Single,Less than $40K,Blue,28,1,6,3,2669.0,1649,1020.0,0.63,4314,74,0.609,0.618,Adult,2.33,58.3,Moderate
815072283,Existing Customer,50,Female,3,Graduate,Married,Less than $40K,Blue,45,1,3,1,1789.0,1156,633.0,0.748,5110,75,0.63,0.646,Middle-Aged,3.75,68.13,Moderate
715980258,Existing Customer,36,Female,1,Doctorate,Single,Less than $40K,Blue,25,1,2,3,2835.0,2511,324.0,0.731,4811,77,0.925,0.886,Adult,2.08,62.48,High
788715483,Existing Customer,44,Female,5,Graduate,Single,Less than $40K,Blue,28,2,2,2,1558.0,879,679.0,0.874,4805,86,0.792,0.564,Adult,2.33,55.87,Moderate
809276808,Existing Customer,47,Male,4,Graduate,Single,$80K - $120K,Blue,42,1,1,3,7299.0,0,7299.0,0.806,4678,83,0.729,0.0,Middle-Aged,3.5,56.36,Low
708885558,Attrited Customer,56,Female,1,High School,Single,Less than $40K,Blue,48,1,5,2,3556.0,0,3556.0,0.596,2220,45,0.731,0.0,Middle-Aged,4.0,49.33,Low
789373683,Existing Customer,45,Female,3,Graduate,Married,Less than $40K,Blue,35,1,2,2,1438.3,834,604.3,0.635,4976,70,0.842,0.58,Adult,2.92,71.09,Moderate
714216858,Existing Customer,35,Female,2,Unknown,Single,Unknown,Blue,36,2,1,2,1507.0,0,1507.0,0.81,4679,85,0.771,0.0,Adult,3.0,55.05,Low
719150658,Attrited Customer,51,Female,2,Graduate,Married,Unknown,Blue,34,2,3,2,7551.0,0,7551.0,0.894,2977,46,0.394,0.0,Middle-Aged,2.83,64.72,Low
712302783,Existing Customer,38,Female,2,Uneducated,Single,Less than $40K,Blue,25,2,3,1,2468.0,872,1596.0,0.991,4426,76,1.111,0.353,Adult,2.08,58.24,Moderate
799717458,Existing Customer,42,Female,3,Unknown,Married,Less than $40K,Blue,36,2,3,3,2515.0,1453,1062.0,0.649,4025,74,0.805,0.578,Adult,3.0,54.39,Moderate
716354883,Attrited Customer,59,Female,0,Graduate,Unknown,Unknown,Blue,49,2,3,2,9076.0,0,9076.0,0.899,3048,53,0.656,0.0,Middle-Aged,4.08,57.51,Low
719601708,Existing Customer,45,Male,3,College,Single,$60K - $80K,Blue,35,1,1,2,10699.0,1099,9600.0,0.661,5052,61,0.694,0.103,Adult,2.92,82.82,Low
720150858,Attrited Customer,34,Male,2,High School,Married,$80K - $120K,Blue,25,6,2,0,1439.0,0,1439.0,0.89,2932,44,0.913,0.0,Adult,2.08,66.64,Low
824915208,Existing Customer,44,Female,3,Doctorate,Married,Unknown,Blue,40,2,1,1,7212.0,1008,6204.0,0.727,5169,82,0.745,0.14,Adult,3.33,63.04,Low
798777708,Existing Customer,54,Female,4,High School,Single,$40K - $60K,Blue,48,2,4,1,3089.0,1177,1912.0,1.01,5237,75,0.829,0.381,Middle-Aged,4.0,69.83,Moderate
805229133,Existing Customer,46,Male,3,Unknown,Unknown,$80K - $120K,Blue,41,1,2,2,11250.0,0,11250.0,0.482,4514,70,0.591,0.0,Middle-Aged,3.42,64.49,Low
716365233,Existing Customer,53,Female,1,College,Married,Less than $40K,Blue,36,1,3,3,1665.0,964,701.0,1.049,4881,75,0.923,0.579,Middle-Aged,3.0,65.08,Moderate
796544133,Existing Customer,54,Male,1,College,Single,$120K +,Blue,48,1,3,1,2456.0,1654,802.0,0.565,4468,84,0.75,0.673,Middle-Aged,4.0,53.19,Moderate
778143183,Existing Customer,47,Male,1,Graduate,Married,$60K - $80K,Blue,40,2,2,3,11773.0,0,11773.0,0.754,5098,58,1.071,0.0,Middle-Aged,3.33,87.9,Low
717011958,Existing Customer,43,Female,4,Graduate,Single,$40K - $60K,Blue,23,2,1,1,1438.3,0,1438.3,0.728,4494,82,0.708,0.0,Adult,1.92,54.8,Low
778264008,Existing Customer,41,Female,3,College,Single,$40K - $60K,Blue,32,2,1,2,3104.0,1954,1150.0,0.473,4699,77,0.925,0.63,Adult,2.67,61.03,Moderate
789507408,Existing Customer,48,Female,3,College,Unknown,Unknown,Blue,40,2,6,1,2337.0,0,2337.0,0.586,5203,90,0.765,0.0,Middle-Aged,3.33,57.81,Low
788842008,Existing Customer,50,Female,3,Uneducated,Married,Less than $40K,Blue,34,2,2,2,4060.0,2336,1724.0,0.943,5173,87,0.706,0.575,Middle-Aged,2.83,59.46,Moderate
714742758,Existing Customer,42,Female,4,Uneducated,Single,Less than $40K,Blue,24,2,2,2,3428.0,2209,1219.0,0.671,4751,87,0.642,0.644,Adult,2.0,54.61,Moderate
717742908,Existing Customer,44,Male,3,Unknown,Married,$40K - $60K,Blue,36,1,1,1,12967.0,2517,10450.0,0.787,4520,74,0.762,0.194,Adult,3.0,61.08,Low
712874433,Existing Customer,45,Male,3,Unknown,Single,Less than $40K,Blue,36,2,1,0,2326.0,642,1684.0,0.814,5413,90,0.765,0.276,Adult,3.0,60.14,Low
711092658,Attrited Customer,39,Female,3,Graduate,Married,Unknown,Blue,26,2,2,3,4376.0,855,3521.0,0.839,2862,52,0.733,0.195,Adult,2.17,55.04,Low
720299283,Existing Customer,46,Male,3,Uneducated,Married,$60K - $80K,Blue,33,2,2,1,12745.0,0,12745.0,0.538,4380,80,0.739,0.0,Middle-Aged,2.75,54.75,Low
719237058,Existing Customer,39,Male,2,Doctorate,Single,$60K - $80K,Blue,36,2,2,1,1790.0,891,899.0,0.45,4498,96,0.574,0.498,Adult,3.0,46.85,Moderate
719671383,Existing Customer,40,Female,3,Uneducated,Unknown,Less than $40K,Blue,30,2,3,2,2969.0,0,2969.0,0.74,4109,70,1.0,0.0,Adult,2.5,58.7,Low
788290383,Existing Customer,43,Male,3,Doctorate,Single,$40K - $60K,Blue,35,2,6,3,4970.0,1588,3382.0,0.669,4436,83,0.804,0.32,Adult,2.92,53.45,Moderate
779701983,Existing Customer,49,Female,3,Graduate,Single,$40K - $60K,Blue,32,1,3,3,5400.0,1426,3974.0,0.595,4643,80,0.702,0.264,Middle-Aged,2.67,58.04,Low
779247483,Attrited Customer,46,Female,1,Uneducated,Unknown,Unknown,Blue,28,5,2,6,2069.0,0,2069.0,0.656,2754,55,0.667,0.0,Middle-Aged,2.33,50.07,Low
767093133,Existing Customer,52,Female,2,Unknown,Married,Unknown,Blue,45,2,2,1,3192.0,0,3192.0,0.646,4191,80,0.739,0.0,Middle-Aged,3.75,52.39,Low
717979008,Existing Customer,48,Female,3,Unknown,Single,Less than $40K,Blue,37,2,2,1,2105.0,1072,1033.0,0.514,4833,81,1.077,0.509,Middle-Aged,3.08,59.67,Moderate
712132383,Existing Customer,44,Male,4,College,Single,$80K - $120K,Blue,34,2,2,3,1876.0,861,1015.0,0.839,5056,82,0.547,0.459,Adult,2.83,61.66,Moderate
772306383,Attrited Customer,57,Female,3,Unknown,Unknown,Less than $40K,Blue,43,5,3,2,1462.0,0,1462.0,0.602,2299,42,0.312,0.0,Middle-Aged,3.58,54.74,Low
714469008,Existing Customer,40,Female,2,Unknown,Single,$40K - $60K,Blue,29,1,3,3,2351.0,1337,1014.0,0.613,5115,84,0.787,0.569,Adult,2.42,60.89,Moderate
812446158,Existing Customer,54,Female,3,Uneducated,Single,Less than $40K,Blue,49,2,2,2,1719.0,0,1719.0,0.579,4869,65,0.512,0.0,Middle-Aged,4.08,74.91,Low
779401233,Existing Customer,47,Female,4,Uneducated,Single,$40K - $60K,Blue,36,1,1,0,1438.3,0,1438.3,0.61,5216,78,0.66,0.0,Middle-Aged,3.0,66.87,Low
784994883,Existing Customer,26,Female,0,Unknown,Married,Less than $40K,Blue,20,2,2,2,2516.0,2378,138.0,1.033,4746,75,0.875,0.945,Young Adult,1.67,63.28,High
721080183,Existing Customer,33,Female,1,Graduate,Single,$40K - $60K,Blue,20,2,2,3,4883.0,0,4883.0,0.724,4613,82,1.0,0.0,Adult,1.67,56.26,Low
712572858,Existing Customer,38,Male,3,High School,Single,$80K - $120K,Blue,29,2,1,3,3413.0,1801,1612.0,0.88,3831,45,0.667,0.528,Adult,2.42,85.13,Moderate
719759733,Attrited Customer,59,Female,0,Unknown,Single,$40K - $60K,Blue,52,2,4,3,1852.0,0,1852.0,0.902,2851,49,0.75,0.0,Middle-Aged,4.33,58.18,Low
780371433,Existing Customer,35,Female,2,Graduate,Married,Unknown,Blue,25,2,3,3,3339.0,2014,1325.0,0.688,4725,83,0.694,0.603,Adult,2.08,56.93,Moderate
822170733,Attrited Customer,45,Female,4,College,Single,Less than $40K,Blue,41,6,3,2,3785.0,2517,1268.0,0.574,2401,54,0.742,0.665,Adult,3.42,44.46,Moderate
708224133,Existing Customer,61,Male,0,Uneducated,Single,$40K - $60K,Blue,49,1,2,3,2228.0,1480,748.0,0.533,4431,71,0.651,0.664,Senior,4.08,62.41,Moderate
719299533,Attrited Customer,55,Female,1,Unknown,Unknown,Less than $40K,Blue,36,2,3,2,3626.0,795,2831.0,0.896,2954,42,0.556,0.219,Middle-Aged,3.0,70.33,Low
780633483,Existing Customer,58,Female,0,Graduate,Married,$40K - $60K,Blue,47,2,2,1,2194.0,1302,892.0,0.814,4962,81,0.841,0.593,Middle-Aged,3.92,61.26,Moderate
771356508,Existing Customer,41,Female,5,Graduate,Married,Less than $40K,Blue,28,2,3,1,2665.0,1936,729.0,0.757,4500,71,0.972,0.726,Adult,2.33,63.38,High
823629333,Existing Customer,42,Male,4,Uneducated,Married,$40K - $60K,Blue,38,1,4,1,2444.0,0,2444.0,0.788,4220,50,1.174,0.0,Adult,3.17,84.4,Low
712961658,Existing Customer,45,Female,4,Uneducated,Married,Less than $40K,Blue,32,1,1,1,3335.0,2238,1097.0,0.644,5321,78,0.95,0.671,Adult,2.67,68.22,Moderate
710464683,Existing Customer,45,Female,3,Post-Graduate,Married,Less than $40K,Blue,32,2,3,2,2726.0,2127,599.0,0.814,5578,89,0.854,0.78,Adult,2.67,62.67,High
716688183,Attrited Customer,51,Female,1,High School,Married,Less than $40K,Blue,43,4,3,3,1665.0,1521,144.0,0.874,2878,45,0.452,0.914,Middle-Aged,3.58,63.96,High
789082758,Existing Customer,40,Female,2,High School,Married,Less than $40K,Blue,28,1,3,3,2734.0,1661,1073.0,0.726,4981,90,0.698,0.608,Adult,2.33,55.34,Moderate
709140858,Existing Customer,57,Female,2,College,Single,Less than $40K,Blue,47,1,3,1,1727.0,996,731.0,0.767,5112,82,0.673,0.577,Middle-Aged,3.92,62.34,Moderate
822127008,Existing Customer,50,Female,1,Post-Graduate,Married,Unknown,Blue,46,2,2,1,19349.0,615,18734.0,0.708,4351,79,0.717,0.032,Middle-Aged,3.83,55.08,Low
720496158,Existing Customer,53,Male,0,Unknown,Single,$60K - $80K,Blue,42,1,2,0,13409.0,1168,12241.0,0.625,4031,82,0.745,0.087,Middle-Aged,3.5,49.16,Low
774588633,Existing Customer,45,Female,3,Graduate,Single,Less than $40K,Blue,39,2,2,3,1438.3,0,1438.3,0.81,4928,84,0.909,0.0,Adult,3.25,58.67,Low
788465583,Existing Customer,42,Female,3,College,Single,$40K - $60K,Blue,35,2,3,3,6330.0,1573,4757.0,0.899,3029,52,0.733,0.248,Adult,2.92,58.25,Low
741517458,Attrited Customer,49,Female,4,Graduate,Married,Less than $40K,Blue,42,2,4,3,2575.0,2517,58.0,0.31,1874,40,0.739,0.977,Middle-Aged,3.5,46.85,High
709935708,Existing Customer,55,Female,1,Unknown,Married,$40K - $60K,Blue,43,2,1,2,3391.0,1696,1695.0,0.537,4291,77,0.711,0.5,Middle-Aged,3.58,55.73,Moderate
721112508,Existing Customer,48,Female,3,Graduate,Married,Less than $40K,Blue,40,2,3,1,5298.0,0,5298.0,0.686,4834,80,0.667,0.0,Middle-Aged,3.33,60.42,Low
720734583,Existing Customer,44,Female,2,Post-Graduate,Married,Less than $40K,Blue,32,1,3,3,2540.0,1561,979.0,0.894,5039,82,0.745,0.615,Adult,2.67,61.45,Moderate
772286658,Attrited Customer,63,Male,1,Graduate,Single,$60K - $80K,Blue,52,6,4,3,14324.0,2507,11817.0,0.433,2083,56,0.647,0.175,Senior,4.33,37.2,Low
807149058,Existing Customer,48,Female,5,Unknown,Married,Less than $40K,Blue,43,1,1,3,2876.0,1628,1248.0,0.631,4752,80,0.739,0.566,Middle-Aged,3.58,59.4,Moderate
771045708,Attrited Customer,41,Female,5,Graduate,Married,Less than $40K,Blue,28,2,3,3,1504.0,970,534.0,0.864,2801,51,1.217,0.645,Adult,2.33,54.92,Moderate
711733308,Existing Customer,45,Female,2,Uneducated,Single,Less than $40K,Blue,36,2,2,2,1839.0,0,1839.0,0.782,4930,91,0.784,0.0,Adult,3.0,54.18,Low
710518308,Existing Customer,54,Female,2,Doctorate,Married,Less than $40K,Blue,35,1,4,2,1685.0,0,1685.0,0.457,4155,85,0.667,0.0,Middle-Aged,2.92,48.88,Low
716586408,Existing Customer,48,Female,3,Graduate,Unknown,Less than $40K,Blue,36,1,1,3,4850.0,1022,3828.0,0.603,4187,86,0.686,0.211,Middle-Aged,3.0,48.69,Low
713152383,Existing Customer,40,Female,3,Uneducated,Married,Less than $40K,Blue,27,1,1,1,2840.0,2517,323.0,0.591,4405,82,0.864,0.886,Adult,2.25,53.72,High
771935283,Existing Customer,47,Female,4,Graduate,Single,$40K - $60K,Blue,36,1,2,1,2977.0,1927,1050.0,0.731,5217,88,0.725,0.647,Middle-Aged,3.0,59.28,Moderate
720460083,Attrited Customer,45,Female,4,Unknown,Single,Unknown,Gold,27,1,2,3,34516.0,0,34516.0,0.331,2198,42,0.355,0.0,Adult,2.25,52.33,Low
825838908,Existing Customer,39,Female,1,Uneducated,Single,Less than $40K,Blue,35,1,5,1,1961.0,0,1961.0,0.631,4846,92,0.84,0.0,Adult,2.92,52.67,Low
709082808,Existing Customer,53,Female,2,High School,Married,Less than $40K,Blue,36,2,3,2,2156.0,1198,958.0,0.507,5092,95,0.759,0.556,Middle-Aged,3.0,53.6,Moderate
710937783,Existing Customer,53,Female,0,Uneducated,Married,$40K - $60K,Blue,40,1,3,3,2772.0,2414,358.0,0.805,5313,68,1.194,0.871,Middle-Aged,3.33,78.13,High
789540108,Existing Customer,29,Female,1,Uneducated,Married,Less than $40K,Blue,21,2,1,3,2832.0,1819,1013.0,0.674,4761,75,0.744,0.642,Young Adult,1.75,63.48,Moderate
709824633,Existing Customer,44,Female,4,High School,Single,Less than $40K,Blue,35,2,5,3,1552.0,1375,177.0,0.995,5064,80,0.905,0.886,Adult,2.92,63.3,High
717874533,Attrited Customer,46,Male,2,High School,Single,$40K - $60K,Blue,36,5,2,2,6362.0,0,6362.0,0.596,1968,51,0.759,0.0,Middle-Aged,3.0,38.59,Low
712571883,Existing Customer,40,Male,3,Graduate,Divorced,Less than $40K,Silver,36,1,3,2,11409.0,1658,9751.0,0.989,4677,58,0.706,0.145,Adult,3.0,80.64,Low
716926758,Existing Customer,40,Female,2,Uneducated,Single,Less than $40K,Blue,27,2,6,2,1965.0,0,1965.0,0.608,4268,91,0.857,0.0,Adult,2.25,46.9,Low
716181858,Existing Customer,42,Female,2,Uneducated,Married,$40K - $60K,Blue,29,1,2,2,1622.0,0,1622.0,0.709,4633,67,0.634,0.0,Adult,2.42,69.15,Low
779613933,Existing Customer,38,Female,4,Uneducated,Married,Less than $40K,Blue,27,1,3,1,1736.0,1319,417.0,0.667,5045,86,0.755,0.76,Adult,2.25,58.66,High
712136058,Attrited Customer,54,Female,2,College,Single,Unknown,Blue,36,1,3,3,8827.0,0,8827.0,0.782,2643,50,0.515,0.0,Middle-Aged,3.0,52.86,Low
709678608,Existing Customer,49,Male,4,High School,Married,$80K - $120K,Blue,36,2,3,3,24256.0,1076,23180.0,0.568,4269,69,0.643,0.044,Middle-Aged,3.0,61.87,Low
714276408,Attrited Customer,52,Female,3,Uneducated,Single,$40K - $60K,Blue,36,2,3,3,1915.0,1445,470.0,0.374,2264,39,0.56,0.755,Middle-Aged,3.0,58.05,High
719953383,Existing Customer,38,Female,4,College,Single,Less than $40K,Blue,27,2,3,3,1438.3,0,1438.3,0.721,4564,79,0.717,0.0,Adult,2.25,57.77,Low
718795083,Existing Customer,44,Female,2,Graduate,Married,Unknown,Blue,26,2,1,3,2006.0,1030,976.0,0.881,5337,85,0.735,0.513,Adult,2.17,62.79,Moderate
720503508,Existing Customer,44,Female,1,Uneducated,Divorced,Less than $40K,Blue,37,1,2,3,5594.0,1235,4359.0,0.549,5220,75,0.829,0.221,Adult,3.08,69.6,Low
770762133,Existing Customer,52,Female,3,High School,Married,Unknown,Blue,38,2,1,2,3505.0,2517,988.0,0.612,5034,79,0.681,0.718,Middle-Aged,3.17,63.72,High
713555133,Attrited Customer,56,Female,3,High School,Unknown,Less than $40K,Blue,44,4,3,2,1667.0,595,1072.0,0.63,2424,40,0.481,0.357,Middle-Aged,3.67,60.6,Moderate
711232608,Attrited Customer,47,Female,5,High School,Single,Less than $40K,Blue,36,2,3,2,1636.0,0,1636.0,0.694,2235,35,0.591,0.0,Middle-Aged,3.0,63.86,Low
780322908,Existing Customer,52,Female,3,Unknown,Married,Less than $40K,Blue,38,1,2,3,3281.0,911,2370.0,0.665,4431,67,1.094,0.278,Middle-Aged,3.17,66.13,Low
708207783,Existing Customer,50,Female,3,High School,Single,Less than $40K,Blue,42,1,3,2,1477.0,0,1477.0,0.685,4680,80,0.778,0.0,Middle-Aged,3.5,58.5,Low
719590458,Attrited Customer,44,Female,4,Graduate,Married,Less than $40K,Blue,36,6,3,3,1905.0,0,1905.0,0.845,3120,46,0.586,0.0,Adult,3.0,67.83,Low
778679883,Existing Customer,39,Male,2,Graduate,Single,$60K - $80K,Blue,19,1,2,1,6146.0,0,6146.0,0.577,3645,76,0.551,0.0,Adult,1.58,47.96,Low
780230208,Existing Customer,53,Male,2,College,Married,$40K - $60K,Blue,40,2,3,0,2672.0,1604,1068.0,0.62,4766,75,1.083,0.6,Middle-Aged,3.33,63.55,Moderate
827703258,Existing Customer,42,Male,4,High School,Married,$60K - $80K,Blue,38,2,2,2,13426.0,0,13426.0,0.717,4674,66,0.886,0.0,Adult,3.17,70.82,Low
807379833,Attrited Customer,48,Male,3,Graduate,Divorced,$40K - $60K,Blue,43,2,3,3,9104.0,145,8959.0,0.765,2563,34,0.417,0.016,Middle-Aged,3.58,75.38,Low
711178383,Existing Customer,47,Male,2,Post-Graduate,Married,$80K - $120K,Blue,35,1,3,1,30300.0,1166,29134.0,0.715,4146,64,0.882,0.038,Middle-Aged,2.92,64.78,Low
712203333,Existing Customer,51,Male,3,Graduate,Married,$80K - $120K,Blue,39,1,2,1,7088.0,1750,5338.0,0.618,4691,76,0.727,0.247,Middle-Aged,3.25,61.72,Low
709261383,Existing Customer,56,Female,3,Graduate,Married,$40K - $60K,Blue,36,2,3,2,1872.0,661,1211.0,0.756,4970,81,0.929,0.353,Middle-Aged,3.0,61.36,Moderate
715829358,Existing Customer,33,Female,4,College,Married,$40K - $60K,Blue,26,1,2,3,2874.0,2517,357.0,0.73,4794,88,0.6,0.876,Adult,2.17,54.48,High
713213133,Existing Customer,36,Male,2,Graduate,Single,$40K - $60K,Blue,36,2,2,1,6763.0,1660,5103.0,0.573,4972,76,0.9,0.245,Adult,3.0,65.42,Low
778860783,Attrited Customer,57,Male,2,Unknown,Divorced,$120K +,Blue,38,1,2,4,24379.0,1116,23263.0,0.62,2836,41,0.281,0.046,Middle-Aged,3.17,69.17,Low
779442783,Existing Customer,39,Female,1,Graduate,Single,Less than $40K,Blue,21,1,2,1,2867.0,1365,1502.0,0.502,4445,89,0.745,0.476,Adult,1.75,49.94,Moderate
780008358,Attrited Customer,59,Male,0,Uneducated,Unknown,$60K - $80K,Blue,48,2,6,2,13172.0,0,13172.0,0.876,2598,47,0.621,0.0,Middle-Aged,4.0,55.28,Low
721274208,Attrited Customer,41,Female,2,High School,Single,Less than $40K,Blue,36,4,3,3,2201.0,2104,97.0,0.648,2408,38,0.583,0.956,Adult,3.0,63.37,High
714076683,Attrited Customer,29,Female,0,College,Married,Less than $40K,Blue,19,2,1,2,3261.0,2517,744.0,0.636,2461,54,0.742,0.772,Young Adult,1.58,45.57,High
788791383,Existing Customer,39,Female,3,High School,Married,$40K - $60K,Blue,21,1,2,1,5027.0,0,5027.0,0.853,4850,70,0.75,0.0,Adult,1.75,69.29,Low
709459608,Existing Customer,47,Female,2,Unknown,Unknown,$40K - $60K,Blue,36,1,3,3,1811.0,0,1811.0,0.61,5390,87,0.776,0.0,Middle-Aged,3.0,61.95,Low
711560058,Existing Customer,49,Male,1,High School,Married,$60K - $80K,Blue,36,2,3,2,2465.0,1334,1131.0,0.95,4806,83,0.766,0.541,Middle-Aged,3.0,57.9,Moderate
717657333,Existing Customer,43,Female,3,Graduate,Single,Less than $40K,Blue,36,1,3,3,7584.0,1834,5750.0,0.818,4783,65,0.667,0.242,Adult,3.0,73.58,Low
812218908,Attrited Customer,46,Female,2,Unknown,Married,Less than $40K,Blue,36,2,3,2,4065.0,2517,1548.0,0.957,2899,51,0.821,0.619,Middle-Aged,3.0,56.84,Moderate
787482033,Attrited Customer,60,Male,1,High School,Divorced,$80K - $120K,Blue,48,1,5,3,28930.0,0,28930.0,0.645,2251,27,0.227,0.0,Middle-Aged,4.0,83.37,Low
779141658,Existing Customer,48,Male,4,Graduate,Married,$80K - $120K,Blue,33,1,3,2,4963.0,2115,2848.0,0.767,4989,78,0.696,0.426,Middle-Aged,2.75,63.96,Moderate
813810333,Attrited Customer,50,Male,3,Post-Graduate,Married,$60K - $80K,Blue,45,6,4,3,2049.0,0,2049.0,0.974,2703,54,1.0,0.0,Middle-Aged,3.75,50.06,Low
789613083,Existing Customer,47,Male,3,Uneducated,Divorced,$60K - $80K,Blue,41,2,3,3,1943.0,0,1943.0,0.494,5108,81,0.884,0.0,Middle-Aged,3.42,63.06,Low
794540883,Existing Customer,56,Female,1,Post-Graduate,Married,$40K - $60K,Blue,38,1,2,1,3485.0,1465,2020.0,0.653,4776,87,1.023,0.42,Middle-Aged,3.17,54.9,Moderate
811889808,Existing Customer,43,Male,3,Graduate,Married,$80K - $120K,Blue,38,3,5,1,23459.0,2305,21154.0,0.636,7279,83,0.627,0.098,Adult,3.17,87.7,Low
720509433,Existing Customer,51,Female,2,College,Single,Less than $40K,Blue,31,2,1,3,2306.0,1627,679.0,0.507,3776,70,0.944,0.706,Middle-Aged,2.58,53.94,High
715091208,Existing Customer,42,Male,3,High School,Married,$80K - $120K,Blue,36,2,3,3,18177.0,841,17336.0,0.888,8512,94,0.679,0.046,Adult,3.0,90.55,Low
719269308,Existing Customer,49,Female,2,Graduate,Unknown,Less than $40K,Blue,36,3,1,3,3252.0,2517,735.0,0.878,7418,90,0.579,0.774,Middle-Aged,3.0,82.42,High
718200333,Existing Customer,47,Female,3,Uneducated,Single,Less than $40K,Blue,41,3,3,0,2894.0,2117,777.0,0.79,7471,87,0.673,0.732,Middle-Aged,3.42,85.87,High
713487633,Existing Customer,44,Male,3,Post-Graduate,Married,$80K - $120K,Blue,32,3,4,2,34516.0,1807,32709.0,0.665,7663,91,0.655,0.052,Adult,2.67,84.21,Low
789363408,Existing Customer,44,Male,3,High School,Married,$120K +,Silver,34,3,1,2,34516.0,2517,31999.0,0.814,7427,83,0.566,0.073,Adult,2.83,89.48,Low
713916708,Existing Customer,53,Male,3,Graduate,Single,$120K +,Gold,43,3,1,3,34516.0,2435,32081.0,0.77,7758,98,0.719,0.071,Middle-Aged,3.58,79.16,Low
823833483,Existing Customer,41,Male,3,Graduate,Single,$40K - $60K,Blue,37,3,3,2,7839.0,1544,6295.0,0.715,7904,83,0.804,0.197,Adult,3.08,95.23,Low
717756258,Existing Customer,49,Male,2,Unknown,Married,$120K +,Blue,38,3,6,3,16494.0,1158,15336.0,0.692,7761,84,0.647,0.07,Middle-Aged,3.17,92.39,Low
